1.186414168910892870e-03,1.385958629739637144e-08,8.656041840755876868e-11,4.726045714568391769e-12,-5.657450547934128874e-23,5.552261928674218734e-16,-7.704884625987651066e-23
1.354551275087472612e-03,6.224151110997613278e-08,4.592072221251980983e-11,1.462664142736251303e-11,2.873631262356990784e-22,-2.402869399113352532e-16,-2.472200044355653181e-22
1.254539352829754390e-03,1.838887707331156905e-08,1.152221446141107911e-11,6.261947014344162302e-12,-4.502016011629114192e-23,7.892481045557150192e-16,-2.832645844965820204e-23
1.002320289858651091e-03,3.783877062074860992e-08,1.761575617813787721e-11,3.750312082309159327e-12,-1.211254802517407450e-23,-2.180600811450217410e-16,-2.797273709178958890e-23
1.114330687969502728e-03,1.239721614555123772e-08,4.118251122368433519e-12,2.775505632188982935e-13,-2.963871491893704862e-25,-2.839512766145172919e-17,1.437517005780672613e-26
1.023493574019879691e-03,1.805279881420894127e-09,8.704675113025172274e-13,5.239356538288296281e-13,-3.778061739655017218e-26,1.790378391839886010e-17,-3.518060033133401056e-25
1.028054593812885616e-03,1.088517906120710238e-08,5.711513532111210516e-12,4.380622364976533234e-13,-6.614811685883738580e-25,-7.004390123743596372e-18,-2.063309468424879462e-25
1.129198848243812090e-03,3.224897762971578779e-10,1.267954604172375239e-11,1.833451334841657992e-12,4.118018946995772207e-24,3.126546439828420724e-17,7.822329575295778977e-24
1.315494110179494386e-03,1.669549426473261519e-09,6.580505758172270133e-11,3.861391551886760662e-12,-8.896249122243196119e-24,1.567660193135028771e-16,-6.090617232007300445e-23
1.016114561135483168e-03,7.478383256018721419e-08,2.361278989777530778e-12,4.767643766897078293e-13,2.279649918603883592e-25,2.462332670656489891e-17,4.515807057971424603e-25
1.110919486381324681e-03,1.312701165393772243e-08,5.448912087058920122e-12,2.465550154327062378e-12,6.048505372018842012e-24,-1.837242981499217635e-16,-6.714422603420082793e-24
1.281159825165605363e-03,5.756024603823203935e-09,1.245132956539334951e-11,7.393231977381766732e-12,3.360077928267366625e-23,-5.212469837520021194e-16,-6.247186439562359571e-23
1.153614365257486004e-03,3.491218345315995728e-08,2.896581613058675730e-11,4.431488403287941171e-12,-4.153729411141026386e-23,-5.384663947654976947e-16,-2.820339199776923941e-23
1.157812902930638928e-03,3.143530592850371894e-09,1.843241176766128655e-13,2.092534020153192627e-12,-1.205026742535850795e-24,-1.120154442613570192e-16,4.866151012153776619e-25
1.115251124673999469e-03,1.581836253486822494e-08,1.096527671169718772e-11,1.344944537642941411e-12,8.955105473547326135e-25,1.110481668274913299e-16,-5.086727707110529646e-24
1.073371404924112517e-03,1.794401657374349443e-08,7.888078972745565954e-12,5.592265410463419674e-12,1.241849974121926709e-23,5.083398541147110247e-16,-3.500459606072252680e-23
1.182880843808387181e-03,1.691701861938921730e-08,1.728677116410419010e-11,4.575405828736786198e-12,-3.748264264176261393e-23,-3.292012622864208150e-16,-1.583767453182262272e-23
1.238137159051045169e-03,1.049030974096602331e-08,4.551746558167268646e-12,7.729359031762894127e-12,-3.550640128039908880e-23,-3.675108049553438987e-16,-2.900307500428894006e-23
1.360584187902725683e-03,9.625856910546191512e-08,2.230619097577073609e-12,8.175952695499863683e-12,-1.549266943869510656e-23,1.920230476887691646e-15,-3.129026283296614737e-23
